Text,Emotion,Label
i do feel envious of those with kids at certain moments,anger,1
i will feel the sadness when i am more troubled,sadness,0
ive not been back to the doctor in a year and it feels so fabulous,happy,5
i am feeling honored grateful and blessed to get to spend each day with these remarkable th graders,happy,5
i also stop reading fashion magazine because it makes me feel ugly and fat,sadness,0
i listen to dubstep when im feeling damn irritated,anger,1
i don t know about you but i m feeling pretty punished myself right about now,sadness,0
i feel reassured that fashion sometimes takes itself not so seriously and i can smile and feel better about the whole deal,happy,5
i got the feeling she really liked her new quilt,love,2
i feel like it s a boy i would be pretty shocked if it was so somewhere in there my gut or my brain is saying girl,surprise,3
i was feeling pretty low about that but joan saw my disappointment and lifted my spirit with corinthians,sadness,0
i understand but i feel like i hated my friends,anger,1
i feel like the helpless duckie target for the commies and feds while at other times i want to run and hide,fear,4
im feeling more vulnerable writing about this than i do writing about my melt downs mishaps and toddler challenges,fear,4
im sure you could tell we werent feeling too adventurous with the antipasti but i found the mozzarella with the proscuito pretty good,happy,5
i feel weird taking up time and making these sometimes terrible sounds that people have to hear,surprise,3
i can make them laugh out loud i feel a keen sense of accomplishment,happy,5
i am feeling shamed like i should not be enjoying this and i certainly should not have sex kissing is so far enough,sadness,0
i plan to share my everyday life stories traveling adventures inspirations and handmade creations with you and hope you will also feel inspired,happy,5
i should feel all weepy,sadness,0
i feel like we all have somehow convinced ourselves that these really pointless events somehow mean everything to us,happy,5
i could put a full thought together and didnt feel so lethargic,sadness,0
i normally associate with a tough workout moving from side to side in bed has become more of an effort my sleep is pretty interrupted and uncomfortable in general although much better with the aid of a benadryl and there are times when i feel like i could never be energetic again,happy,5
i feel all mellow and calm,happy,5
i was starting to feel a little stressed,sadness,0
i don t know how i feel about today because part of me is convinced that i am making this so much more difficult than it actually is or as mehow casually remarks in the april infield insider getting out of the box you are in that was never there in the first place,happy,5
i feared i would feel resentful of her or this process but i dont and i am so happy about that,anger,1
i feel that i no longer have to do things to look cool,happy,5
i do feel blamed for everything i,sadness,0
im not a huge history buff but i do feel emotional when i think of my great uncle,sadness,0
ive been feeling really defeated for some reason,sadness,0
i left feeling anything but valued and i found myself feeling discriminated against,happy,5
i feel the most overwhelmed,surprise,3
i know he is totally trainable and can be free of his arm chewing habits i feel that the kids would be too nervous around him during the training process,fear,4
i think you only ask for help to make me feel useful and help me gain some perspective,happy,5
i pray for those who are feeling unloved and lonely,sadness,0
i visit m ller in my country and go to the expensive make up stands the sales assistants are always standing right next to me and looking at me like im going to steal something so i feel really uncomfortable shopping there,fear,4
i listen to the cd i am left feeling a little more confident and less stressed,happy,5
i feel like i am doomed for the rest of my life,sadness,0
i feel so ecstatic and relieved,happy,5
i did not feel faster or stronger in that way but i did feel more energetic,happy,5
i left the meeting feeling a little hesitant about the situation,fear,4
i just wanna say that the last three months i feel so happy about my blog,happy,5
i feel so thankful to have been able to be apart of the one in the bay area,happy,5
i began to feel curious and tried to percieve who i was beneath my pride and why i am who i am,surprise,3
i overly pc in feeling a little shocked,surprise,3
i feel like i should admit to her how many times a week i make pasta for dinner and that i never make my bed at school so shes less impressed or something,surprise,3
i have been writing and playing too which feels quite wonderful,happy,5
i potter around my one bed flat i feel a little bit more like an unfortunate version of bridget jones,sadness,0
im feeling quite lethargic somehow today and very worn out lately as i barely have any time to sit down as im constantly on my feet which originally i wasnt complaining about as its helping me lose weight but when youre starting to get poorly its not good to move around a lot,sadness,0
i feel so accepted,love,2
i didnt want to walk passed there just in case the customers feel disturbed,sadness,0
i knew that if we werent giving thanks its because i wasnt feeling very thankful either,happy,5
i feel like i missed out on a lot of important information that would have helped me understand his art better,sadness,0
i also know that if i forget for a period of time it would cause tension or a feeling of unease that maybe i am mad at him,anger,1
i only want jayson cause i feel that hes the most supportive person and he is the person that will be able to help me through the delivery,love,2
i feel like i am the most creative and talented person ever okay well maybe not but i do feel pretty good about myself,happy,5
i feel so so tortured by looking at the lecture notes and nothing is going in except for my holiday plans,anger,1
i feel very distressed because i m supportive of this campaign and with the senator jackson told cnn,fear,4
i feel this way i withdraw become irritable,anger,1
i feel his pain but fear he has missed a much larger point,sadness,0
i think honestly i did feel a bit vulnerable,fear,4
i liked boys and didnt feel inhibited by them,sadness,0
i also feel proud of her,happy,5
i told you i never wanted you to rot in hell and most of the time i wished i was just less stupid and clumsy so that you will never ever feel unhappy,sadness,0
ive gotten so used to them to the extent that im actually feeling weird without them,surprise,3
i might feel a bit proud if i had one on my left wrist as this is a turbillion watch made in hong kong,happy,5
im feeling resentful and persecuted about that whole aspect,anger,1
i promise to respect my personal boundaries acknowledge that i am a perfect and divine being and that i have the right to say no when i need to without feeling guilty,sadness,0
i feel so completely helpless to do anything to help those affected by the tornadoes that hav,fear,4
i never actually felt the sense of suspense springer was obviously trying to build with references to religious programming in that there was nothing there in the book to build suspense with nothing i could see that made me feel uptight worried or anxious about any of the characters,fear,4
i enjoy feedback and love comments on my posts so please do not feel afraid,fear,4
i can remember feeling really amazed at how i could settle down in my playroom read bombsite conservatory and find myself escaping into a whole new place altogether,surprise,3
i will usually tell him that i was feeling frustrated for whatever reason and ask him to help me fix it,anger,1
i have a bad feeling that i am going to get very aggravated again tomorrow,anger,1
i just like spoiler cuts they make me feel simultaneously badass and considerate,happy,5
i feel somewhat hopeless and pitiful,sadness,0
i look at this list and think no wonder i have no idea who i am that i feel like a blank,sadness,0
i feel a mad connection with your body and this is how i decided to kick off side a,anger,1
i need to tell someone how i feel you are gorgeous,happy,5
i feel distracted or scattered i take a few moments to close my eyes and just breathe,anger,1
im glad that peter doesnt feel threatened or concerned by my recent interest in decidedly egalitarian almost feminist christian blogs jonalyn finchers a href http soulation,fear,4
i know that this is somewhat strange but i can feel that my cat is very unhappy and it is making me kind of sad,sadness,0
i can go on not saying anything and feeling petty but it seems that this load is gettin heavy,anger,1
i am posting about a past event where i am feeling like i should be insulted,anger,1
i feel like im in this weird in between stage,surprise,3
i follow through with the feelings that have been repressed for years months or days,sadness,0
i could only describe as feeling like there s something moving inside you it s not pleasant but it s nothing like true cramps impossible to describe unless you ve been poked from the inside out,happy,5
i advanced boldly feeling most adventurous at thus doing what everyone had often warned me against,happy,5
i guess you cant see how wed feel a bit unwelcome,sadness,0
i didn t wish to be the president i hardly know these people and i got the feeling that they hated me for being quiet and not smiling,anger,1
i feel unwelcome at work sometimes and think people might be talking about me rel bookmark i feel unwelcome at work sometimes and think people might be talking about me april a class url fn n href http www,sadness,0
i like the small town feel and friendly open polite conversations,happy,5
i know so many people rave about it that i m feeling a bit weird,surprise,3
i am only confirming that i feel what acker felt or recognise at least that rich world she describes,happy,5
i feel like a jaded cat whatever who doesn t ever get nervous before races because i ve just done so many and i couldn t care less,sadness,0
i love the response i get from the students and it is such a good feeling when someone who is obviously shy comes and talks to you even if their english isnt great,fear,4
i feel greedy part comes in,anger,1
i decided to focus on how i was feeling and what needs were not being met for me in this situation rest calm enjoyment relaxation,happy,5
im an introvert by which i mean i get re energized being alone and preferably in a quiet place so times in the crew galley when there are a lot of people in a relatively small place all talking at once can leave me feeling drained and in need of a dark room with nothing but whale noises,sadness,0
i feel as if i m one of the stubborn ones,anger,1
i feel it is important to spend more time on my family and to embark on new endeavors in my educational career,happy,5
i started secondary school at the age of every night i would cry and lose sleep over the thought of school the next day but it wasnt the usual feelings of oh i cant be bothered with school,anger,1
i feel i ve been wronged luckily i managed to control myself and not complain or talk bad about the friend either online on facebook or offline in person,anger,1
i say his name over and over and feel the change in him the nearly violent desire he reigns in with difficulty as the first waves of orgasmic stupor envelops me,anger,1
im sad i feel that every heartbroken song was written just for me,sadness,0
i know we create our own destiny but do you ever feel resentful for the way your life turned out,anger,1
ive been feeling like im running on empty and fearful that ill get my usual progression of sinus infection to walking pneumonia so ive been pounding the a href http www,sadness,0
i have this kind of life so my girlfriend would feel very lonely for sure,sadness,0
i feel so vulnerable to criticism like if my lunch stinks or if somebody comments on what i eat i have this embarrassed feeling,fear,4
im feeling more stressed,sadness,0
i feel tortured because i am not allowed to enjoy food the way my friend can,anger,1
i feel the self pressured expectation to keep up to date with our family events so in order to assuage the guilt here we go,fear,4
i know that s wrong but i feel ugly,sadness,0
i really needed to hear today i really struggle feeling valuable just staying home i know it is important and that is why i do it but it was great hearing how much my husband values what i do every day,happy,5
i feel unimportant so inadequate,sadness,0
i feel so unwelcome there but not because of her or gary i just feel that i shouldnt be moving back in with them,sadness,0
i answered feeling rather skeptical,fear,4
i think people born in the s and s hold the key to opening many doors for us we just need to make them feel treasured enough to share it,love,2
i feel i might have been too gloomy about it,sadness,0
i woke up monday feeling like crap and blamed it on the weather,sadness,0
i feel a bit foolish even bothering to post anything on fridays,sadness,0
i know that i will always feel a little bit strange and out of place in the academy,surprise,3
i feel ignored annotation title google bookmark img src http thequeenbuzz,sadness,0
i feel rather sympathetic,love,2
i feel a bit shamed but here it is dr,sadness,0
i always feel like they love to annoy us especially when were doing something and we dont like to be disturbed by anybody,sadness,0
i feel shafted or greedy,anger,1
i do need constant reminders when i go through lulls in feeling submissive whether i like them or not,sadness,0
i feel defeated extremely agitated as well as frustrated beyond words,sadness,0
i feel frustrated and upset and demotivated when i dont see a whole picture of the curriculum that im studying for example english class,anger,1
i wonder if they would feels as delicate and pretty in my hand as they looked upon the framework of branches,love,2
i have a feeling i took so much time but kuya buddy and kuya angee have been very supportive all the way,love,2
i feel depressed i will sing,sadness,0
i had a feeling i was doomed when i discovered i liked doing pap smears on family medicine,sadness,0
when they changed my office to another room without my agreement,anger,1
i remember feeling frantic at this point,fear,4
i feel rushed trying to get everything together late at night,anger,1
i feel beaten by it,sadness,0
i feel valued by just contributing what i know of and share what id discovered with others,happy,5
i won a car in a prizecompetition the moment i was informed about it,happy,5
i always feel a little shy in those situations and then nervous that my shyness is making me seem aloof,fear,4
i think i feel more depressed knowing im not anywhere near or close to where i should be,sadness,0
i manage to reach a conclusion after all my musings i feel somehow more resolved,happy,5
im feeling very listless,sadness,0
i don t know how i feel about this but i am beyond thrilled that the fall show will happen in paris,happy,5
i feel the need to reach out and see what fabulous plans you have for igniting your brand influence this summer,happy,5
i feel like im so fucking loyal i would never do that to my boyfriend so why am i settling for someone who doesnt have the same values,love,2
i know that when i take care of my body by eating well exercising and getting adequate sleep i feel more invigorated in both a physical mental and spiritual sense,happy,5
i ought to consider this change a wee bit of a little step backward but i am feeling so much more afraid than i should be,fear,4
im feeling sociable again i have a date on monday with someone that wrote to me on there,happy,5
i feel less pressured to check on my phone and i gain better space to concentrate on what is more important in life,fear,4
i really feel like i have a lot to offer in this area i would like to focus on troubled teenagers,sadness,0
i was feeling remarkably calm at this point,happy,5
i woke up emotionally drained and anxious and immediately my defenses rise and i feel irritated that this is my story my life,anger,1
im feeling a little more adventurous,happy,5
i feel humiliated to introduce you to my colleagues as my wife,sadness,0
i am trying to work hard with these feelings and i understand that they have to be resolved and put behind me,happy,5
i didn t want to leave but i didn t before i thanked her parents for trusting me to spend the night and that it made me feel like they respected me,happy,5
i feel extremely blessed and lucky that my company believes in me enough to let cut my hours down and that am so thankful to all of you my readers for reading what i have to say on here,love,2
i am feeling generous so let s assume the former marlins each equal their most production season,love,2
i felt the sadness and remorse we are supposed to feel when we realize we have wronged someone corinthians,anger,1
i also know how good it feels to look back and see that i honored my word and that helps from the start,happy,5
im feeling pretty proud most of the elements in the room somehow worked their way onto my body,happy,5
i just need to be in a place where i feel valued,happy,5
i make sure that they feel comfortable and assured that someone is willing to listen to them and support them in things we deem significant to them,happy,5
i can do to that would truly express the utter gratitude and thankfulness i feel for your sincere gesture and i am very grateful,happy,5
i plodded through this taking far too long but feeling rather virtuous,happy,5
i truly felt that when i left friday you were smiling and feeling i had respected you and you thinking i was a teasing little heathen you loved who enjoys arousing you with an animal delight,happy,5
i write which is what i consider my real profession even though by teaching poetry to troubled and poor kids i feel i m doing something useful,happy,5
i feel like this vile thing brooding gnawing deeper in spirit,anger,1
i resented being made to feel like a bad person for not possibly contributing to the better good and to the profits of some unspecified equipment maker,sadness,0
i was going to be loved made me feel a woman like me could be valuable that i stood a chance there was more out there and told me that i could get over him it was a lazy bandaid where i didn t have to better my character i could just hope,happy,5
i feel as if it was a way of distracting me from my positive thoughts and i had to work really hard to switch my thoughts around today but i did it,happy,5
i am feeling terribly burdened by impending anxiety i am trying to just keep my eyes on the prize,sadness,0
i still did not really feel like myself and i kind of hated these pictures but i am soooo glad we took them,anger,1
i knew i have this feeling but i ignored it,sadness,0
i feel hesitant to do it since i don t have any experience with programming and all,fear,4
i can feel the hesitation the temptation to pull back and dull the activities of the season out of habit,sadness,0
i remember two specific things from that class feeling terrified of my teacher who would repeat the same question in spanish with increasing volume until his victim either managed to answer correctly or ran away screaming and feeling distracted by the cute boy who helped me study for tests,fear,4
i wasnt feeling energetic,happy,5
i have yet to meet a cancer patient who does not feel burdened by some poor self image unresolved conflict and worries or past emotional trauma that still lingers in his subconscious,sadness,0
i feel completely drained physically and mentally worn out,sadness,0
i feel that this community s most beloved living our lives gold or silver nest as their grass nest long time ago our house is divided now called the commercial housing,love,2
i remember feeling impatient with the endless and convoluted fairy tale that was told throughout the book,anger,1
i was left feeling a little delicate but thoughtful,love,2
im feeling wimpy about this i know a one year old who has been sent to the old country for a year so the parents can work,fear,4
i have felt that true forgiveness comes when you yourself feel that you are no longer victimized and you heal yourself from within,sadness,0
i am still working on how to get past feeling deprived by saying no to foods that are fat sugar filled,sadness,0
i feel accepted and loved and a place where i belong,happy,5
i feel so guilty,sadness,0
i feel like im having something really naughty like dessert for breakfast,love,2
i feel horrible that i had to cancel on one of my best guy friends but the trip was stressing me out because my babysitting hours got cut and i couldn t afford it,sadness,0
i am still spinning from all the activities but also feeling invigorated and excited by all the demos talks panel discussions exhibitions conversations the art fair the communal meals the art exchange the books the vendor room,happy,5
i might push myself little too hard sometimes to feel better but there is no one else out there to do that for me,happy,5
im feeling so insecure financially right now that i dont want to spend the,fear,4
im feeling a little tender in my wood works,love,2
i wanna talk tell you about sycf it stands for singapore youth chinese forum btw and although theres a singapore word inside i feel like the minority there p ok but thats beside the point,happy,5
i got this very sexy latex outfit from their lucky chair it made me feel very naughty the hair is called hungover and it is free by a href https marketplace,love,2
i feel like a proud mother watching their child grow and develop into an adult and quite seriously my business is like a child to me,happy,5
i was in control and now i feel that i have lost it,sadness,0
i feel like supporting a yorkshire team you never know they could be the surprise packet of the round ha ha ha,happy,5
i feel so absolutely stumped on the floor when you dance you re charming and you re gentle specially when you do the continental but this feeling isn t purely mental for heaven rest us i am not asbestos and that s why i won t dance why should i,happy,5
i also learned that when i feel passionate about what i m writing i can actually be quite good at it,happy,5
i go off to sleep and i say i m feeling exhausted and suddenly i go into thoughts about how i m working too hard how i can never get the balance right how i feel like it s all too hard etc i go into a whole story about my life where everything seems overwhelming,sadness,0
my mother did not come home till late at night ages ago anyway if i dont know where my parents are and when theyll be back i start thinking that perhaps they have had an accident and are perhaps dead,fear,4
i wake up in the morning and i have been having sexy dreams for i feel very horny and in need of a fuck,love,2
i feel each time one of my posts gets massively downvoted pagetitle rugmi popular images of the now,happy,5
i guess i feel that if i don t fulfill some of my artistic pursuits now i certainly won t have the time when the economy picks up,happy,5
i feel frustrated for her when i read those chapters,anger,1
i am such a private person and although i won t be going into anything too personal i m feeling anxious just writing this,fear,4
im so stoned on endorphin that all i can feel is my leg muscles seizing into petrified meat,fear,4
i had it in my head as it relates to the workplace because i had just been irritable to someone a tiny bit lower in status than myself in response to someone who is higher than me making me feel momentarily pressured,fear,4
i feel dismayed i feel like everything i thought was true was a lie but one thing i will never do is say good bye,sadness,0
i feel bitter but i want to rise up,anger,1
i think back through jesus many miracles it feels like he takes each case individually and heals them in a way that will be the most loving and helpful to them,love,2
i feel good about the project,happy,5
i was driving back i was having a moment of missing new orleans and feeling really sad when it just hit me that i was able to go visit them for the night on a whim and i felt such a peace,sadness,0
i look at the watch and i feel sad because i have to leave,sadness,0
i feel like i should be thrilled and i am but at the same time i feel like crap,happy,5
i am feeling a lil bit gloomy,sadness,0
i am feeling i still should be caring and concerned,love,2
i keep coming back to it but it feels awfully selfish of me to feel this low this negative when there are so many in far worse positions than i,anger,1
i just couldnt shake the feeling that he is being left out somehow and i sort of hated that i had done this to him,anger,1
i get to my desk at nine feeling exhausted and tired and grumpy to come home and rush through my to do list and get angry that i havent finished it,sadness,0
i hope that you realize how such little effort is required to make a person feel better about themselves or their situation whether its me a family member a college or high school friend a neighbor down the street or even a complete stranger,happy,5
i feel privileged to have the earthly father that i have but a far greater privilege is gods willingness to be my father,happy,5
i feel like him try to stay as faithful as possible to what he perceives as the real events that happened in that mountain,happy,5
i mostly feel this as a cause of hateful memories of that girl who used to run the everchanging sailormoon gateway who i think is still making a name for herself by being stupid and mean,anger,1
i won t feel so shy and ashamed about it,fear,4
i was afraid of feeling helpless,sadness,0
im currently getting out a bit from reality exams amp works and feeling glad ever since theres only more subjects left,happy,5
i told him it is because asians are very considerate so whenever a person is not feeling well they would have the common courtesy to wear a mask to reduce risk of spreading it to people around us,happy,5
i begin to have these doubts my stomach clenches my heart races and i feel fearful,fear,4
i also feel so awful feeling this way,sadness,0
i feel like it has some necessity in a romantic relationship but too much can be very harmful in that context but that s not my problem,love,2
i just remember spending hours trying to bump my score above the mark and feeling frustrated by the questions they were a mixture of professor generated and usmleasy ones,anger,1
i feel like i m always beaten up by some sort of evil people,sadness,0
i feel regret for my beloved city,love,2
i love my increased intense feeling of connection to the divine,happy,5
i try to only buy fabrics that i would use in a project or that i feel are really fab,happy,5
i did however feel amused that she also called famous last words cathartic i think she s one of those people who secretly likes mychem but can t admit it for fear of damaging her music cred,happy,5
i was coming out of a lengthy illness and i was feeling lousy groundless indecisive and without any direction,sadness,0
i took it i remember feeling extremely agitated,anger,1
i always get questions about blocking in my classes and its a topic i feel pretty passionately about as a knitter and as a teacher,happy,5
i am feeling rather grouchy too this morning since i didnt sleep last night on purpose,anger,1
i feel super bad about it,happy,5
i feel gloomy upset whatever negative emotions i take a look at my colorful paint pots and it will instantly lift up my mood,sadness,0
i get the feeling he has naughty intentions,love,2
i love the smell it makes me feel invigorated and fresh and happy,happy,5
i feel suspicious if there is no one outside like the rapture has happened or something,fear,4
i wont feel so damn idiotic,sadness,0
i have only taken three rolls shots so far and really i have been feeling my way with a very strange camera a lightmeter and the long forgotten thought processes of slow photography,surprise,3
i feel that entertainers as talented as williams become part of our lives,happy,5
i mean i get that its nice to have someone who cares about you like that that a relationship can be a great thing and can feel wonderful but im only so im not looking for that in my life yet,happy,5
i feel quite convinced that phenomenal states really are distinct from any material goings on inside this body,happy,5
i feel more crucified heartbroken tortured and forsaken than i have ever before felt but not at the hands of my enemy at the hands of those i love,sadness,0
i feel increasingly passionate about,love,2
i feel when i recall fond memories of trips spending time with family,love,2
i feel content alive and motivated,happy,5
i can t help but feel a bit miserable,sadness,0
i was admiring and envying the figures of the twentysomething set ahead of me in class and feeling ugly jealous,sadness,0
i feel virtuous for a few seconds when i reflect that i did spend something when i went to the swimming pool working towards personal fitness yes,happy,5
i just feel complacent and not at all like bothering,happy,5
i need to be more upfront about how i feel about how im being valued at work,happy,5
i feel sort of foolish it was actually very easy and what she was asking made complete sense once i got there you have to bind off the neck and work with the shoulders separately hence the need for two balls of yarn,sadness,0
i feel like you can have a piece for breakfast and its ok on the nutrition scale,happy,5
i feel deeply disappointed,sadness,0
i feel like learning not to judge people is the most important thing we can take away from this reading,happy,5
i feel so cluster fucked in my head,anger,1
im kind of feeling nervous and anxious about all the shit i have to do today,fear,4
i continue to cruise along the expressway feeling shitty,sadness,0
i feel sad for her,sadness,0
i feel like i instantly became an addison reed super collector hours ago,happy,5
i have to visit them every after school and later i have to go tuition and i do not have the time to even study for my exam next week and i have a feeling that i am so going to fail a lot of my subjects and to be blamed for either not concentrating during class or not studying,sadness,0
i cant help feeling mad at this man,anger,1
i feel is probably the most acceptable strategy to finding out historical past it does not imply by any means that it is the only method to study historical past we must always have this subject clear,happy,5
i feel guilty leaving an f,sadness,0
i feel more irritable and i feel more sensible now than ever,anger,1
i couldn t feel the fake lashes at all,sadness,0
i kind of feel like he is sincere,happy,5
i can usually tell if someone is being honest i can feel if they are sincere and if they are just teasing,happy,5
i feel like it just doesnt capture the beauty of this lovely polish,love,2
i feel like we had a connection but we ve struggled so much now we ve lost it and i feel so bad about that,sadness,0
i feel like they just feel guilty for treating me badly and i dont really want to go back as i wont get on the league proper anyway due to my inability to make every practice and service hours despite being a very good skater and having a good attitude toward the practices i can make,sadness,0
i try to get in at least minutes a day five days a week though i have been known to skip a workout if i m feeling particularly lethargic or lazy,sadness,0
i am expected to be monogamous which to me feels like i am being faithful to someone who is with someone else,love,2
i could sense that he was uncomfortable when he came to deliver the letter but i was willing to attribute to him feeling weird about being so romantic and vulnerable,fear,4
i felt unfairly treated at an airport,anger,1
i got to feel our sweet girl kick in my belly and he never had that intimacy with her,love,2
i was thinking that i might be ready but was feeling unsure of my assessment,fear,4
i look in the mirror these days i do think i look pretty but i also feel like i look boring at the same time,sadness,0
i can tell pms is at work because i feel so weepy,sadness,0
i feel im getting less and less vigorous,happy,5
i want to do it the right way oh orihime whispered back feeling reassured in his sincerity,happy,5
i ask to know things and then everything changes and then i feel a bit shaky as i try to keep up with my own leading edge and the huge amount of change i m invited to allow as i come into alignment with and catch up with me,fear,4
im just feeling really shitty about life in general now that i want to just write continuously,sadness,0
i can tell most of the time what shes really feeling and she was being really sincere,happy,5
i remember getting the text and feeling heartbroken,sadness,0
i say goodbye to the fam theyre all sad a crying and i feel like a heartless bitch because hey im pretty excited to be flying for the first time and you know also to spend a year in another country,anger,1
i feel like thats what vicious circle is,anger,1
i begin to feel burdened by things amp long to be empty again,sadness,0
i now feel that food is to be enjoyed and not abused,sadness,0
i got out of my cab at the train station feeling firstly quite convinced that there is definitely more method in the madness of flat planet than i first thought when i visited it the day before and secondly that this had to be one of the scariest telephone interviews i ve ever conducted,happy,5
i have never made the first step because the guys were alway faster this is why this situation is making me feel very unsure and elusively shy,fear,4
i feel shy at the fact that i love these inanimate things,fear,4
i know i shouldn t compare the relationships but i feel we are so disadvantaged and kept kiddy,sadness,0
i head upstream to explore bringing my notebook to write up the events of the day and i soon find running water with some small pools big enough to strip down and throw some water on the ole corpse which feels lovely,love,2
id fancy or feel particularly delicious about either,happy,5
i feel so helpless yet so motivated to do something,sadness,0
im feeling generous lately spirit of after christmas maybe,happy,5
i kept thinking about how awesome i would feel afterwards remembering how amazing i felt after my emotional spin class the previous night,surprise,3
i wonder how is it feel to be really smart,happy,5
i can stop feeling jealous,anger,1
i was feeling apprehensive about my life as a student i felt like i couldnt succeed wouldnt succeed could never succeed,fear,4
i still am not able to remember a single dull moment a detail that pissed me off a thing i didnt feel comfortable about,happy,5
im clearly influenced by the dash happiness of emily dickinson for example and i use dashes instead of colons or semi colons to enhance the feelings of rushed enjambment in the sonnet,anger,1
im so relieved and feel so much more like myself now that this is resolved this being almost nothing at all actually just some weird energy and i cant wait to be back at camp even though ill be hacking and coughing and spluttering all day long,happy,5
i feel even more regretful that i didnt get to go to her senior presentation,sadness,0
im feeling a bit smug that im doing a number of these things already walking and cycling advocacy lots of fruit and veggies and whole grains attending service every sunday,happy,5
i feel envious that they can keep their posts regular and interesting and wish that i could feel this way to,anger,1
i grow learn more and mature a little more which really makes me feel a sense of joyful peace within,happy,5
i feel sorry seeing my parents,sadness,0
realizing that a friend had been talked into signing a certain contract,anger,1
i love the liz earle moisturizer it does really leave the skin feeling lovely but i think i will purchase the lighter version next time,love,2
i feel shitty because she quit a job to come here but there is only so much hand holding and training that i am willing to do,sadness,0
i began to feel distressed and a feeling of sadness and a desire to kill myself,fear,4
i really feel about affiliate marketing add to delicious a href http www,happy,5
im feeling very petty right now,anger,1
i feel so agitated about this,fear,4
i know that im carrying an obvious prejudice into all of this because of my own feelings about watching them be repeatedly tortured on this topic,anger,1
i am a very goal oriented person and i never feel more satisfied than when i am in hot pursuit of a goal,happy,5
i never want her to feel the pain of struggle of suffering,sadness,0
im being a teenager people and if you feel the need to make sarcastic bitchy comments you can kindly fuck off,anger,1
im sorry but this was the only way i feel these problems can be resolved,happy,5
i like her a lot as a person but i cant help feeling less that what she is she has my dream jobs shes more sociable shes a combat trainer,happy,5
i can live out my values instead of just being crushed by debt feeling rejected and feeling empty,sadness,0
i wouldn t make too big of a deal out of the situation you found your daughter in unless you feel prompted to not fearful,fear,4
i admit i was feeling agitated so when hubby asked me if i want to join them for a drink i agreed,anger,1
im feeling stressed retail therapy is the way,anger,1
i already feel the atmosphere around it seems dangerous,anger,1
i feel passionate about sharing it with you,love,2
i have to mention that i feel slightly unhappy because i have yet to get back any of my prelim papers maths aside and because of that ive been feeling stuck in limbo for the last weeks because i cant really start studying properly until i get back my papers,sadness,0
i could feel his sweet spirit and i was happy to be helping him,happy,5
i feel pained just thinking about it,sadness,0
i was really upset when he went away though i can understand how he must feel and i wont be greedy and pester him about it,anger,1
im feeling a little shaky because im going to give a speech at jens retirement lunch shortly and i dont want to cry,fear,4
i feel super warm and nice so i smile or i cry,happy,5
i feel agitated annoyed and i see feel the darkness everywhere,fear,4
im feeling pressured at my desk due to the piles of tasks waiting for me i will often pack up and go write in a quiet corner in my bedroom living room or kitchen,fear,4
i wonder how many people are against my do it only when you feel like it perspective but i think if you do it for the sake of doing it without wanting to do it then it will turn out to be the result of crappy work,sadness,0
i just love the feeling of something warmly hugging you and feeling so precious and small precious to someone something,happy,5
i feel delighted when i make good food,happy,5
i feel so shaken and guilty for not being a better mother and shielding my offspring from this health problem,fear,4
i never worry about having to repay you or feel burdened when i couldn t afford something because we always manage to understand and have fun despite being broke which is a lot of the time,sadness,0
i was tired of feeling hurt,sadness,0
i feel as though the art of the romantic comedy has deteriorated as of late and i am drawn to movies like sabrina notting hill and love actually,love,2
i always feel convinced that there is a grimacing flip handled knife or one of those small pearl handled pistols in there,happy,5
i was reading the melee dps rant below just now and it brought to my attention the reason ive been feeling fairly dissatisfied in raids recently,anger,1
i feel so blessed that i am able to leave there,happy,5
i am feeling all romantic and stuff i take emily to the club to eat sam s club that is,love,2
im feeling very optimistic about my stash reducing abilities this month too so you can expect a really big empties post next time,happy,5
i ask myself i think about it myself i feel unhappy,sadness,0
i feel dirty srcurl http draftbloger,sadness,0
i don t feel the least bit left out instead i m eager to watch these two as lucas grows,happy,5
im beginning to feel listless and a bit lonely,sadness,0
i feel as if this opportunity to return to moz is gods gracious gracious way of giving me that heat desire despite my own self doubt and uncertainty in the past,happy,5
i feel a litte shaken up by this point,fear,4
i could just picture it with it homely feel and also having the smell of books would just be totally amazing,surprise,3
i feel im being punished for not being able to do my dailies,sadness,0
i feel sure the nervousness and fear will always lurk in my mind but i feel at ease in my heart hopeful about theo ad and eli being happy healthy and safe and living to be old people with fulfilled lives,happy,5
i keep waiting for some grand stroke of wisdom and peace to overcome me but all i feel is irritable and bewildered,anger,1
i watched a football match with my old friend the performance of the team was very good and the team members were full of spirit the match was excellent and every time a goal was scored i felt excited,happy,5
i feel so profoundly blessed to finally be in a good place of life to be at peace to know what i would want in a husband and to be able to recognize it quickly,happy,5
i reflect on the past year i am feeling so blessed,happy,5
i really hope so i feel so isolated right now and on top of feeling overwhelmed confused lonely stressed and nervous it s really difficult at the moment,sadness,0
i do have a chinese mum a few chinese sisters spent two very important years of my life in china so when someone who knows all this has a conversation like the one below with me i feel pretty hopeless about the power of education,sadness,0
im not entirely jaded and bitter i know there are people out there like myself who care about others feelings and are kind and considerate,love,2
i feel innocent and free again,happy,5
im feeling pretty discouraged this morning,sadness,0
i got when i went home sick today i m still feeling a bit shaky and for david helping me fix the broken handrail on the basement stairs,fear,4
